# t m[0] m[1] m[2] m[3] m[4] m[5] m[6] m[7] m[8] m[9] m[10] m[11] m[12] m[13] m[14] m[15] m[16] m[17] m[18] m[19]
5.919999999999999698e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.120921000958795766e+00 0.000000000000000000e+00 4.666096033649104413e+00 0.000000000000000000e+00 3.557229877557564635e+01 0.000000000000000000e+00 4.078737756344291938e+02 0.000000000000000000e+00 6.378333681148695177e+03 0.000000000000000000e+00 1.282487323138038191e+05 0.000000000000000000e+00 3.186980269734032918e+06 0.000000000000000000e+00 9.513133926944285631e+07 0.000000000000000000e+00 3.338478380168918610e+09 0.000000000000000000e+00
5.929999999999999941e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.121125259406361430e+00 0.000000000000000000e+00 4.669288370510372488e+00 0.000000000000000000e+00 3.561892690431817243e+01 0.000000000000000000e+00 4.087010153969924886e+02 0.000000000000000000e+00 6.396306120089135220e+03 0.000000000000000000e+00 1.287190991605065647e+05 0.000000000000000000e+00 3.201543269476525486e+06 0.000000000000000000e+00 9.565621010684821010e+07 0.000000000000000000e+00 3.360199371951410294e+09 0.000000000000000000e+00
5.940000000000000184e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.121329517853926871e+00 0.000000000000000000e+00 4.672482029904810652e+00 0.000000000000000000e+00 3.566560093403416687e+01 0.000000000000000000e+00 4.095296277410354833e+02 0.000000000000000000e+00 6.414321950141906200e+03 0.000000000000000000e+00 1.291909876616634429e+05 0.000000000000000000e+00 3.216166146124201361e+06 0.000000000000000000e+00 9.618372463425418735e+07 0.000000000000000000e+00 3.382050807833751202e+09 0.000000000000000000e+00
5.949999999999999343e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.121533776301492535e+00 0.000000000000000000e+00 4.675677012073371053e+00 0.000000000000000000e+00 3.571232089611858385e+01 0.000000000000000000e+00 4.103596144651496616e+02 0.000000000000000000e+00 6.432381259279402002e+03 0.000000000000000000e+00 1.296644021031642915e+05 0.000000000000000000e+00 3.230849119187735021e+06 0.000000000000000000e+00 9.671389492656888068e+07 0.000000000000000000e+00 3.404033407174677849e+09 0.000000000000000000e+00
5.959999999999999586e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.121738034749057977e+00 0.000000000000000000e+00 4.678873317257007614e+00 0.000000000000000000e+00 3.575908682197940180e+01 0.000000000000000000e+00 4.111909773696968387e+02 0.000000000000000000e+00 6.450484135619938570e+03 0.000000000000000000e+00 1.301393467812426097e+05 0.000000000000000000e+00 3.245592408887636848e+06 0.000000000000000000e+00 9.724673310832539201e+07 0.000000000000000000e+00 3.426147892954530239e+09 0.000000000000000000e+00
5.969999999999999829e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.121942293196623641e+00 0.000000000000000000e+00 4.682070945696674258e+00 0.000000000000000000e+00 3.580589874303755948e+01 0.000000000000000000e+00 4.120237182568100707e+02 0.000000000000000000e+00 6.468630667427933986e+03 0.000000000000000000e+00 1.306158260024961346e+05 0.000000000000000000e+00 3.260396236156236380e+06 0.000000000000000000e+00 9.778225135386344790e+07 0.000000000000000000e+00 3.448394991791779041e+09 0.000000000000000000e+00
5.980000000000000072e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.122146551644189083e+00 0.000000000000000000e+00 4.685269897633322245e+00 0.000000000000000000e+00 3.585275669072701987e+01 0.000000000000000000e+00 4.128578389303944505e+02 0.000000000000000000e+00 6.486820943114104011e+03 0.000000000000000000e+00 1.310938440839081886e+05 0.000000000000000000e+00 3.275260822639700025e+06 0.000000000000000000e+00 9.832046188751193881e+07 0.000000000000000000e+00 3.470775433959632874e+09 0.000000000000000000e+00
5.989999999999999231e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.122350810091754525e+00 0.000000000000000000e+00 4.688470173307906386e+00 0.000000000000000000e+00 3.589966069649476310e+01 0.000000000000000000e+00 4.136933411961290403e+02 0.000000000000000000e+00 6.505055051235653082e+03 0.000000000000000000e+00 1.315734053528684308e+05 0.000000000000000000e+00 3.290186390700027812e+06 0.000000000000000000e+00 9.886137698377190530e+07 0.000000000000000000e+00 3.493289953402705193e+09 0.000000000000000000e+00
5.999999999999999474e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.122555068539320189e+00 0.000000000000000000e+00 4.691671772961377940e+00 0.000000000000000000e+00 3.594661079180077934e+01 0.000000000000000000e+00 4.145302268614677814e+02 0.000000000000000000e+00 6.523333080496475304e+03 0.000000000000000000e+00 1.320545141471943061e+05 0.000000000000000000e+00 3.305173163417078555e+06 0.000000000000000000e+00 9.940500896750038862e+07 0.000000000000000000e+00 3.515939287753759861e+09 0.000000000000000000e+00
6.009999999999999717e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.122759326986885631e+00 0.000000000000000000e+00 4.694874696834691719e+00 0.000000000000000000e+00 3.599360700811809011e+01 0.000000000000000000e+00 4.153684977356405170e+02 0.000000000000000000e+00 6.541655119747326353e+03 0.000000000000000000e+00 1.325371748151517240e+05 0.000000000000000000e+00 3.320221364590576384e+06 0.000000000000000000e+00 9.995137021409426630e+07 0.000000000000000000e+00 3.538724178350507259e+09 0.000000000000000000e+00
6.019999999999999961e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.122963585434451295e+00 0.000000000000000000e+00 4.698078945168800757e+00 0.000000000000000000e+00 3.604064937693270565e+01 0.000000000000000000e+00 4.162081556296544704e+02 0.000000000000000000e+00 6.560021257986035380e+03 0.000000000000000000e+00 1.330213917154764058e+05 0.000000000000000000e+00 3.335331218742137775e+06 0.000000000000000000e+00 1.005004731496752501e+08 0.000000000000000000e+00 3.561645370252489090e+09 0.000000000000000000e+00
6.030000000000000204e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.123167843882016737e+00 0.000000000000000000e+00 4.701284518204656315e+00 0.000000000000000000e+00 3.608773792974366756e+01 0.000000000000000000e+00 4.170492023562953250e+02 0.000000000000000000e+00 6.578431584357684187e+03 0.000000000000000000e+00 1.335071692173950723e+05 0.000000000000000000e+00 3.350502951117299963e+06 0.000000000000000000e+00 1.010523302512753159e+08 0.000000000000000000e+00 3.584703612258018017e+09 0.000000000000000000e+00
6.039999999999999362e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.123372102329582178e+00 0.000000000000000000e+00 4.704491416183212316e+00 0.000000000000000000e+00 3.613487269806303459e+01 0.000000000000000000e+00 4.178916397301283041e+02 0.000000000000000000e+00 6.596886188154807314e+03 0.000000000000000000e+00 1.339945117006466025e+05 0.000000000000000000e+00 3.365736787687552162e+06 0.000000000000000000e+00 1.016069540470225811e+08 0.000000000000000000e+00 3.607899656921191692e+09 0.000000000000000000e+00
6.049999999999999606e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.123576360777147842e+00 0.000000000000000000e+00 4.707699639345422682e+00 0.000000000000000000e+00 3.618205371341590393e+01 0.000000000000000000e+00 4.187354695675000471e+02 0.000000000000000000e+00 6.615385158817583942e+03 0.000000000000000000e+00 1.344834235555033374e+05 0.000000000000000000e+00 3.381032955152376555e+06 0.000000000000000000e+00 1.021643571163281649e+08 0.000000000000000000e+00 3.631234260568991184e+09 0.000000000000000000e+00
6.059999999999999849e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.123780619224713284e+00 0.000000000000000000e+00 4.710909187932240449e+00 0.000000000000000000e+00 3.622928100734040413e+01 0.000000000000000000e+00 4.195806936865387797e+02 0.000000000000000000e+00 6.633928585934023431e+03 0.000000000000000000e+00 1.349739091827922384e+05 0.000000000000000000e+00 3.396391680941283703e+06 0.000000000000000000e+00 1.027245520900729597e+08 0.000000000000000000e+00 3.654708183318413258e+09 0.000000000000000000e+00
6.070000000000000092e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.123984877672278948e+00 0.000000000000000000e+00 4.714120062184617765e+00 0.000000000000000000e+00 3.627655461138766668e+01 0.000000000000000000e+00 4.204273139071563037e+02 0.000000000000000000e+00 6.652516559240169954e+03 0.000000000000000000e+00 1.354659729939162498e+05 0.000000000000000000e+00 3.411813193215864711e+06 0.000000000000000000e+00 1.032875516507958472e+08 0.000000000000000000e+00 3.678322189093708038e+09 0.000000000000000000e+00
6.079999999999999251e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.124189136119844390e+00 0.000000000000000000e+00 4.717332262343507665e+00 0.000000000000000000e+00 3.632387455712186863e+01 0.000000000000000000e+00 4.212753320510490767e+02 0.000000000000000000e+00 6.671149168620280761e+03 0.000000000000000000e+00 1.359596194108756608e+05 0.000000000000000000e+00 3.427297720871840138e+06 0.000000000000000000e+00 1.038533685328817368e+08 0.000000000000000000e+00 3.702077045643671036e+09 0.000000000000000000e+00
6.089999999999999494e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.124393394567409832e+00 0.000000000000000000e+00 4.720545788649863184e+00 0.000000000000000000e+00 3.637124087612023260e+01 0.000000000000000000e+00 4.221247499416992355e+02 0.000000000000000000e+00 6.689826504107039000e+03 0.000000000000000000e+00 1.364548528662897006e+05 0.000000000000000000e+00 3.442845493541125674e+06 0.000000000000000000e+00 1.044220155227510333e+08 0.000000000000000000e+00 3.725973524559013367e+09 0.000000000000000000e+00
6.099999999999999737e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.124597653014975496e+00 0.000000000000000000e+00 4.723760641344638245e+00 0.000000000000000000e+00 3.641865359997300544e+01 0.000000000000000000e+00 4.229755694043759604e+02 0.000000000000000000e+00 6.708548655881729246e+03 0.000000000000000000e+00 1.369516778034174640e+05 0.000000000000000000e+00 3.458456741593879182e+06 0.000000000000000000e+00 1.049935054590488076e+08 0.000000000000000000e+00 3.750012401289790630e+09 0.000000000000000000e+00
6.109999999999999980e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.124801911462540938e+00 0.000000000000000000e+00 4.726976820668785884e+00 0.000000000000000000e+00 3.646611276028347959e+01 0.000000000000000000e+00 4.238277922661367256e+02 0.000000000000000000e+00 6.727315714274441234e+03 0.000000000000000000e+00 1.374500986761797976e+05 0.000000000000000000e+00 3.474131696140578948e+06 0.000000000000000000e+00 1.055678512328352034e+08 0.000000000000000000e+00 3.774194455162912846e+09 0.000000000000000000e+00
6.120000000000000223e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.125006169910106602e+00 0.000000000000000000e+00 4.730194326863259136e+00 0.000000000000000000e+00 3.651361838866796461e+01 0.000000000000000000e+00 4.246814203558280951e+02 0.000000000000000000e+00 6.746127769764259028e+03 0.000000000000000000e+00 1.379501199491805746e+05 0.000000000000000000e+00 3.489870589034093544e+06 0.000000000000000000e+00 1.061450657877763510e+08 0.000000000000000000e+00 3.798520469399724483e+09 0.000000000000000000e+00
6.129999999999999382e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.125210428357672043e+00 0.000000000000000000e+00 4.733413160169009259e+00 0.000000000000000000e+00 3.656117051675585827e+01 0.000000000000000000e+00 4.255364555040875985e+02 0.000000000000000000e+00 6.764984912979458386e+03 0.000000000000000000e+00 1.384517460977283190e+05 0.000000000000000000e+00 3.505673652871753089e+06 0.000000000000000000e+00 1.067251621203356236e+08 0.000000000000000000e+00 3.822991231133656502e+09 0.000000000000000000e+00
6.139999999999999625e-04 1.000000000000000000e+00 0.000000000000000000e+00 1.125414686805237707e+00 0.000000000000000000e+00 4.736633320826991955e+00 0.000000000000000000e+00 3.660876917618956838e+01 0.000000000000000000e+00 4.263928995433448108e+02 0.000000000000000000e+00 6.783887234697704116e+03 0.000000000000000000e+00 1.389549816078578297e+05 0.000000000000000000e+00 3.521541120997441933e+06 0.000000000000000000e+00 1.073081532799660712e+08 0.000000000000000000e+00 3.847607531427952290e+09 0.000000000000000000e+00
